created_at,timestamp,mmsi,msg_type,latitude,longitude,speed,course,heading,rot,imo,name,call_sign,flag,draught,ship_and_cargo_type,length,width,eta,destination,status,maneuver,accuracy,collection_type,mmsi_label
2020-07-25 20:25:22.895907 UTC,2020-07-25 17:36:57 UTC,372711000,1,-20.442906666666666,57.743253333333335,0.0,52.0,333,0.0,,,,PA,,,,,,,0,0,0,satellite,mmsi-372711000
2020-07-25 20:25:22.895907 UTC,2020-07-25 17:37:57 UTC,372711000,1,-20.442906666666666,57.743226666666665,0.0,52.0,334,0.0,,,,PA,,,,,,,0,0,0,satellite,mmsi-372711000
2020-07-25 19:16:43.568161 UTC,2020-07-25 17:38:17 UTC,372711000,1,-20.442906666666666,57.743226666666665,0.0,52.0,334,0.0,,,,PA,,,,,,,0,0,0,satellite,mmsi-372711000
2020-07-25 18:43:20.261996 UTC,2020-07-25 17:41:43 UTC,372711000,1,-20.44288,57.743226666666665,0.0,52.0,334,-5.0,,,,PA,,,,,,,0,0,0,satellite,mmsi-372711000
2020-07-25 19:16:43.568161 UTC,2020-07-25 17:38:46 UTC,372711000,1,-20.442906666666666,57.743226666666665,0.0,52.0,334,5.0,,,,PA,,,,,,,0,0,0,satellite,mmsi-372711000
2020-07-25 18:43:20.261996 UTC,2020-07-25 17:44:52 UTC,372711000,1,-20.442906666666666,57.743226666666665,0.0,52.0,334,5.0,,,,PA,,,,,,,0,0,0,satellite,mmsi-372711000
2020-07-25 18:43:20.261996 UTC,2020-07-25 17:43:22 UTC,372711000,1,-20.442906666666666,57.743226666666665,0.0,52.0,334,0.0,,,,PA,,,,,,,0,0,0,satellite,mmsi-372711000
2020-07-25 19:16:43.568161 UTC,2020-07-25 17:42:07 UTC,372711000,1,-20.44288,57.743226666666665,0.0,52.0,334,0.0,,,,PA,,,,,,,0,0,0,satellite,mmsi-372711000
2020-07-25 20:25:22.895907 UTC,2020-07-25 17:38:37 UTC,372711000,1,-20.442906666666666,57.743226666666665,0.0,52.0,334,0.0,,,,PA,,,,,,,0,0,0,satellite,mmsi-372711000
2020-07-25 19:16:43.568161 UTC,2020-07-25 17:38:26 UTC,372711000,1,-20.442906666666666,57.743226666666665,0.0,52.0,334,0.0,,,,PA,,,,,,,0,0,0,satellite,mmsi-372711000
2020-07-25 19:16:43.568161 UTC,2020-07-25 17:38:37 UTC,372711000,1,-20.442906666666666,57.743226666666665,0.0,52.0,334,5.0,,,,PA,,,,,,,0,0,0,satellite,mmsi-372711000
2020-07-25 18:44:45.816654 UTC,2020-07-25 17:50:51 UTC,372711000,1,-20.442906666666666,57.743226666666665,0.0,52.0,334,11.0,,,,PA,,,,,,,0,0,0,satellite,mmsi-372711000
2020-07-25 19:16:43.568161 UTC,2020-07-25 17:45:56 UTC,372711000,1,-20.442906666666666,57.743226666666665,0.0,52.0,334,0.0,,,,PA,,,,,,,0,0,0,satellite,mmsi-372711000
2020-07-25 20:25:22.895907 UTC,2020-07-25 17:38:57 UTC,372711000,1,-20.442906666666666,57.743226666666665,0.0,52.0,334,0.0,,,,PA,,,,,,,0,0,0,satellite,mmsi-372711000
2020-07-25 20:25:22.895907 UTC,2020-07-25 17:38:47 UTC,372711000,1,-20.442906666666666,57.743226666666665,0.0,52.0,334,0.0,,,,PA,,,,,,,0,0,0,satellite,mmsi-372711000
2020-07-25 19:16:43.568161 UTC,2020-07-25 17:37:57 UTC,372711000,1,-20.442906666666666,57.743226666666665,0.0,52.0,334,0.0,,,,PA,,,,,,,0,0,0,satellite,mmsi-372711000
2020-07-25 20:25:22.895907 UTC,2020-07-25 17:38:06 UTC,372711000,1,-20.442906666666666,57.743226666666665,0.0,52.0,334,0.0,,,,PA,,,,,,,0,0,0,satellite,mmsi-372711000
2020-07-25 18:43:20.261996 UTC,2020-07-25 17:44:22 UTC,372711000,1,-20.442906666666666,57.743226666666665,0.0,52.0,334,0.0,,,,PA,,,,,,,0,0,0,satellite,mmsi-372711000
2020-07-25 19:16:43.568161 UTC,2020-07-25 17:39:07 UTC,372711000,1,-20.442906666666666,57.743226666666665,0.0,52.0,334,0.0,,,,PA,,,,,,,0,0,0,satellite,mmsi-372711000
2020-07-25 18:43:20.261996 UTC,2020-07-25 17:49:03 UTC,372711000,1,-20.442906666666666,57.743226666666665,0.0,52.0,334,0.0,,,,PA,,,,,,,0,0,0,satellite,mmsi-372711000
2020-07-25 19:16:43.568161 UTC,2020-07-25 17:38:57 UTC,372711000,1,-20.442906666666666,57.743226666666665,0.0,52.0,334,0.0,,,,PA,,,,,,,0,0,0,satellite,mmsi-372711000
2020-07-25 18:43:20.261996 UTC,2020-07-25 17:41:03 UTC,372711000,1,-20.442906666666666,57.743226666666665,0.0,52.0,334,0.0,,,,PA,,,,,,,0,0,0,satellite,mmsi-372711000
2020-07-25 19:16:43.568161 UTC,2020-07-25 17:42:57 UTC,372711000,1,-20.442906666666666,57.743226666666665,0.0,52.0,334,-5.0,,,,PA,,,,,,,0,0,0,satellite,mmsi-372711000
2020-07-25 19:16:43.568161 UTC,2020-07-25 17:43:06 UTC,372711000,1,-20.442906666666666,57.743226666666665,0.0,52.0,334,0.0,,,,PA,,,,,,,0,0,0,satellite,mmsi-372711000
